HIP ID,aim_parent_company_id,aim_brand_company_id,isin,HIP_industry,aim_category,parent_name,brand_name,display_name,hip_rating_currently_unavailable,hip_score (reference),earth_score (reference),legal_judgments,lobbying,board_diversity,decision_making,metrics,ceo_comp_to_employee_comp,employee_access_to_stock_options,employee_access_to_retirement_plan,employee_pay_salary,employee_pay_hourly,job_safety,hrc_score,supplier_sourcing__social_impact,women_employees,women_managers,employee_satisfaction,employee_retention,third_party_certifications__workforce_related,customer_satisfaction,community_development_investment,board_racial_diversity,management_racial_diversity,overall_racial_diversity,product__service__impact_on_people_AIM CATEGORY,HIP_industry,aim_category,display_name,energy_efficiency,ghg_emissions_scope1&2,ghg_emissions_scope3,waste_production,water_usage,carbon_reductions,renewable_power_usage,supplier_sourcing__environmental_impact,third_party_certifications__environment,product__service__impact_on_planet_AIM CATEGORY,hip_reporting
840,23,25,US8725401090,Apparel Retailers,Home Furniture & Equipment,TJX,HOME GOODS,Home Goods,n,55%,52%,0%,0%,79%,45%,39%,78%,76%,56%,62%,0%,8%,100%,0%,55%,73%,14%,20%,0%,90%,20%,74%,38%,63%,65%,Apparel Retailers,Home Furniture & Equipment,Home Goods,52%,0%,0%,30%,3%,64%,72%,0%,0%,35%,71%
841,23,26,US8725401090,Apparel Retailers,Home Furniture & Equipment,TJX,HOME SENSE,HomeSense,n,55%,52%,0%,0%,79%,45%,39%,78%,76%,56%,62%,0%,8%,100%,0%,55%,73%,14%,20%,0%,90%,20%,74%,38%,63%,65%,Apparel Retailers,Home Furniture & Equipment,HomeSense,52%,0%,0%,30%,3%,64%,72%,0%,0%,35%,71%
842,23,27,US8725401090,Apparel Retailers,Apparel,TJX,SIERRA TRADING POST,Sierra Trading Post,n,55%,52%,0%,0%,79%,45%,39%,78%,76%,56%,62%,0%,8%,100%,0%,55%,73%,14%,20%,0%,90%,20%,74%,38%,63%,60%,Apparel Retailers,Apparel,Sierra Trading Post,52%,0%,0%,30%,3%,64%,72%,0%,0%,25%,71%
843,23,28,US8725401090,Apparel Retailers,Apparel,TJX,TRADE SECRET,Trade Secrets,n,55%,52%,0%,0%,79%,45%,39%,78%,76%,56%,62%,0%,8%,100%,0%,55%,73%,14%,20%,0%,90%,20%,74%,38%,63%,60%,Apparel Retailers,Apparel,Trade Secrets,52%,0%,0%,30%,3%,64%,72%,0%,0%,25%,71%
844,23,29,US8725401090,Apparel Retailers,Department Store,TJX,WINNERS,Winners,n,55%,52%,0%,0%,79%,45%,39%,78%,76%,56%,62%,0%,8%,100%,0%,55%,73%,14%,20%,0%,90%,20%,74%,38%,63%,70%,Apparel Retailers,Department Store,Winners,52%,0%,0%,30%,3%,64%,72%,0%,0%,40%,71%
846,23,30,JP3633400001,Automobiles,Automobile,Toyota Motor,Toyota Motor,Toyota,n,47%,51%,0%,0%,7%,45%,69%,0%,5%,79%,98%,100%,51%,100%,0%,0%,39%,5%,96%,0%,95%,49%,0%,0%,0%,45%,Automobiles,Automobile,Toyota,49%,0%,0%,30%,43%,69%,64%,0%,0%,25%,78%
847,0,430,US8923561067,Specialty Retailers,Home Supply Warehouse,TRACTOR SUPPLY,TRACTOR SUPPLY,Tractor Supply,n,44%,50%,0%,0%,58%,44%,9%,0%,79%,56%,52%,54%,11%,0%,0%,98%,54%,24%,25%,0%,0%,40%,0%,0%,0%,65%,Specialty Retailers,Home Supply Warehouse,Tractor Supply,13%,0%,0%,30%,40%,55%,10%,0%,0%,50%,53%
848,0,667,US89336Q1004,Broadcast & Entertain,Electronics Store,Trans World Entertainment,F.Y.E.,F.Y.E.,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,48%,29%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,75%,Broadcast & Entertain,Electronics Store,F.Y.E.,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%,0%
849,0,0,US89400J1079,Business Support Svs.,Credit Reporting Agencies,TRANSUNION,TRANSUNION,TransUnion,x,34%,3%,45%,0%,49%,34%,21%,0%,0%,83%,0%,100%,54%,85%,0%,84%,76%,13%,74%,0%,0%,52%,0%,29%,41%,80%,Business Support Svs.,Credit Reporting Agencies,TransUnion,3%,0%,0%,30%,3%,84%,0%,0%,0%,70%,29%
851,0,470,US8990355054,Specialty Retailers,Department Store,Tuesday Morning Corp.,Tuesday Morning,Tuesday Morning,n,14%,0%,0%,0%,2%,17%,1%,0%,0%,52%,32%,0%,5%,0%,0%,61%,0%,0%,20%,0%,0%,0%,0%,0%,0%,70%,Specialty Retailers,Department Store,Tuesday Morning,0%,0%,0%,0%,0%,0%,0%,0%,0%,40%,9%
852,0,0,US89969Q1040,Specialty Retailers,Luggage/Backpacks/Accessories,Tumi Holdings,Tumi,Tumi,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,64%,63%,88%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,65%,Specialty Retailers,Luggage/Backpacks/Accessories,Tumi,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%
853,0,0,US9004501071,Consumer Electronics,Electronics - Accessories,Turtle Beach,Turtle Beach,Turtle Beach,x,13%,0%,0%,0%,2%,17%,1%,0%,0%,0%,0%,0%,2%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,75%,Consumer Electronics,Electronics - Accessories,Turtle Beach,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%,0%
854,0,0,US90343C1009,Auto Parts,Auto Parts,U.S. Auto Parts Network,U.S. Auto Parts,U.S. Auto Parts,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,64%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%,Auto Parts,Auto Parts,U.S. Auto Parts,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%
856,0,0,US9043111072,Clothing & Accessory,Apparel - Athletic,UNDER ARMOUR 'A',UNDER ARMOUR 'A',Under Armour,x,30%,8%,0%,0%,58%,43%,21%,0%,86%,61%,0%,58%,6%,100%,0%,0%,0%,13%,20%,0%,0%,20%,8%,9%,8%,60%,Clothing & Accessory,Apparel - Athletic,Under Armour,7%,0%,0%,20%,3%,0%,10%,0%,0%,30%,20%
857,0,481,GB00B10RZP78,Personal Products,Food - Coffee & Snacks,Unilever,BEN & JERRY'S,Ben & Jerry's,n,71%,57%,0%,0%,89%,97%,70%,100%,84%,81%,94%,100%,60%,100%,0%,76%,100%,67%,91%,0%,0%,40%,0%,0%,0%,45%,Personal Products,Food - Coffee & Snacks,Ben & Jerry's,62%,0%,0%,100%,50%,76%,10%,0%,0%,35%,90%
858,292,294,GB00B10RZP78,Personal Products,Grocery - Uncategorized,Unilever,Unilever,Unilever,n,71%,57%,0%,0%,89%,97%,70%,100%,84%,81%,94%,100%,60%,100%,0%,76%,100%,67%,91%,0%,0%,40%,0%,0%,0%,70%,Personal Products,Grocery - Uncategorized,Unilever,62%,0%,0%,100%,50%,76%,10%,0%,0%,50%,90%
860,292,295,US9100471096,Airlines,"Airlines - National, US",United,United Airlines,United Continental,n,42%,31%,0%,0%,35%,85%,34%,80%,5%,0%,100%,100%,16%,0%,0%,78%,0%,13%,20%,0%,0%,70%,0%,0%,0%,65%,Airlines,"Airlines - National, US",United Continental,26%,0%,0%,49%,40%,56%,10%,0%,0%,35%,87%
863,0,404,US9116841084,Mobile Telecom.,Wireless - US,UNITED STATES CELLULAR,US CELLULAR,US Cellular,n,34%,0%,0%,0%,27%,48%,9%,52%,92%,0%,56%,0%,6%,0%,0%,0%,0%,28%,20%,0%,82%,20%,0%,0%,0%,95%,Mobile Telecom.,Wireless - US,US Cellular,0%,0%,0%,0%,0%,0%,0%,0%,0%,55%,0%
864,581,582,US91529Y1064,Life Insurance,Insurance - Health & Life,UNUM GROUP,UNUM GROUP,Unum Group,n,54%,44%,0%,0%,67%,48%,27%,90%,86%,0%,67%,0%,7%,100%,0%,74%,0%,20%,20%,0%,0%,52%,0%,0%,0%,80%,Life Insurance,Insurance - Health & Life,Unum Group,13%,0%,0%,69%,55%,71%,10%,0%,0%,70%,69%
865,0,575,US9170471026,Apparel Retailers,Apparel,Urban Outfitters,Urban Outfitters,Urban Outfitters,n,36%,5%,0%,0%,67%,34%,9%,90%,80%,51%,56%,58%,5%,85%,0%,0%,0%,14%,20%,0%,0%,20%,0%,0%,0%,60%,Apparel Retailers,Apparel,Urban Outfitters,3%,0%,0%,30%,0%,2%,10%,0%,0%,25%,4%
866,0,417,US8679141031,Banks,Financial Institution,SUNTRUST BANKS,SUNTRUST,SunTrust Bank,n,37%,2%,0%,0%,63%,52%,9%,91%,74%,79%,71%,85%,5%,100%,0%,0%,0%,48%,20%,0%,90%,40%,30%,21%,49%,50%,Banks,Financial Institution,SunTrust Bank,7%,0%,0%,0%,0%,2%,0%,0%,0%,50%,1%
867,442,443,US90328M1071,Food Products,Vitamins/Supplements,USANA Health Sciences,USANA,USANA,n,33%,3%,0%,0%,7%,34%,9%,0%,92%,73%,0%,0%,53%,0%,0%,87%,97%,13%,76%,0%,0%,20%,0%,0%,0%,90%,Food Products,Vitamins/Supplements,USANA,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,9%
868,515,516,US9182041080,Clothing & Accessory,Apparel - Footwear,V.F. Corporation,Reef,Reef,n,63%,66%,0%,0%,58%,88%,21%,83%,85%,67%,53%,67%,53%,100%,0%,98%,97%,24%,20%,0%,0%,40%,0%,0%,67%,60%,Clothing & Accessory,Apparel - Footwear,Reef,62%,0%,0%,30%,58%,60%,63%,0%,0%,30%,64%
869,123,124,US9182041080,Clothing & Accessory,Apparel - Footwear,V.F. Corporation,Timberland,Timberland,n,0.6322576,0.6583,0,0,0.584,0.88,0.206,0.826,0.85,0.67,0.534,0.666,0.53,1,0,0.976,0.966,0.24,0.2,0,0,0.4,0,0,0.66665556,0.6,Clothing & Accessory,Apparel - Footwear,Timberland,0.624,0,0,0.3,0.58,0.602,0.628,0,0,0.3,0.64
870,123,125,US9182041080,Clothing & Accessory,Apparel - Footwear,V.F. Corporation,Vans,Vans,n,0.6322576,0.6583,0,0,0.584,0.88,0.206,0.826,0.85,0.67,0.534,0.666,0.53,1,0,0.976,0.966,0.24,0.2,0,0,0.4,0,0,0.66665556,0.6,Clothing & Accessory,Apparel - Footwear,Vans,0.624,0,0,0.3,0.58,0.602,0.628,0,0,0.3,0.64
871,123,126,US9182041080,Clothing & Accessory,Luggage/Backpacks/Accessories,V.F. Corporation,Jansport,JanSport,n,0.6322576,0.6583,0,0,0.584,0.88,0.206,0.826,0.85,0.67,0.534,0.666,0.53,1,0,0.976,0.966,0.24,0.2,0,0,0.4,0,0,0.66665556,0.65,Clothing & Accessory,Luggage/Backpacks/Accessories,JanSport,0.624,0,0,0.3,0.58,0.602,0.628,0,0,0.5,0.64
872,123,127,US9182041080,Clothing & Accessory,Luggage/Backpacks/Accessories,V.F. Corporation,Kipling,Kipling,n,0.6322576,0.6583,0,0,0.584,0.88,0.206,0.826,0.85,0.67,0.534,0.666,0.53,1,0,0.976,0.966,0.24,0.2,0,0,0.4,0,0,0.66665556,0.65,Clothing & Accessory,Luggage/Backpacks/Accessories,Kipling,0.624,0,0,0.3,0.58,0.602,0.628,0,0,0.5,0.64
873,123,128,US9182041080,Clothing & Accessory,Apparel,V.F. Corporation,Lee Wrangler,Lee Wrangler,n,0.6322576,0.6583,0,0,0.584,0.88,0.206,0.826,0.85,0.67,0.534,0.666,0.53,1,0,0.976,0.966,0.24,0.2,0,0,0.4,0,0,0.66665556,0.6,Clothing & Accessory,Apparel,Lee Wrangler,0.624,0,0,0.3,0.58,0.602,0.628,0,0,0.25,0.64
875,123,129,US9182041080,Clothing & Accessory,Apparel - Athletic,V.F. Corporation,Lucy,Lucy,n,0.6322576,0.6583,0,0,0.584,0.88,0.206,0.826,0.85,0.67,0.534,0.666,0.53,1,0,0.976,0.966,0.24,0.2,0,0,0.4,0,0,0.66665556,0.6,Clothing & Accessory,Apparel - Athletic,Lucy,0.624,0,0,0.3,0.58,0.602,0.628,0,0,0.3,0.64
876,123,130,US9182041080,Clothing & Accessory,Sporting Goods - Speciality,V.F. Corporation,Majestic Athletic,Majestic Athletic,n,0.6322576,0.6583,0,0,0.584,0.88,0.206,0.826,0.85,0.67,0.534,0.666,0.53,1,0,0.976,0.966,0.24,0.2,0,0,0.4,0,0,0.66665556,0.75,Clothing & Accessory,Sporting Goods - Speciality,Majestic Athletic,0.624,0,0,0.3,0.58,0.602,0.628,0,0,0.4,0.64
877,123,131,US9182041080,Clothing & Accessory,Apparel,V.F. Corporation,Napapijri,Napapijri,n,0.6322576,0.6583,0,0,0.584,0.88,0.206,0.826,0.85,0.67,0.534,0.666,0.53,1,0,0.976,0.966,0.24,0.2,0,0,0.4,0,0,0.66665556,0.6,Clothing & Accessory,Apparel,Napapijri,0.624,0,0,0.3,0.58,0.602,0.628,0,0,0.25,0.64
878,123,132,US9182041080,Clothing & Accessory,Apparel,V.F. Corporation,Nautica,Nautica,n,0.6322576,0.6583,0,0,0.584,0.88,0.206,0.826,0.85,0.67,0.534,0.666,0.53,1,0,0.976,0.966,0.24,0.2,0,0,0.4,0,0,0.66665556,0.6,Clothing & Accessory,Apparel,Nautica,0.624,0,0,0.3,0.58,0.602,0.628,0,0,0.25,0.64
879,123,133,US9182041080,Clothing & Accessory,Apparel - Athletic,V.F. Corporation,The North Face,The North Face,n,0.6322576,0.6583,0,0,0.584,0.88,0.206,0.826,0.85,0.67,0.534,0.666,0.53,1,0,0.976,0.966,0.24,0.2,0,0,0.4,0,0,0.66665556,0.6,Clothing & Accessory,Apparel - Athletic,The North Face,0.624,0,0,0.3,0.58,0.602,0.628,0,0,0.3,0.64
880,123,134,US91879Q1094,Hotels,Ski Resorts,Vail Resorts,Vail Resorts,Vail Resorts,n,0.3812816,0.3976,0.5,0,0.734,0.34,0.086,0.578,0.864,0,0.7,0.744,0.062,0,0,0,0,0.126,0.2,0,0,0.774,0,0,0,0.85,Hotels,Ski Resorts,Vail Resorts,0.394,0,0,0.764,0.026,0.476,0,0,0,0.4,0.45
881,0,550,US9181941017,Spec.Consumer Service,Pet Products,VCA,VCA,VCA,n,0.219208,0,0,0,0.112,0.444,0.072,0,0,0.55,0,0.94,0.036,0,0,0,0,0.126,0.2,0,0,0,0,0,0,0.8,Spec.Consumer Service,Pet Products,VCA,0,0,0,0,0,0,0,0,0,0.5,0
882,0,629,US92335C1062,Apparel Retailers,Luggage/Backpacks/Accessories,Vera Bradley,Vera Bradley,Vera Bradley,n,0.3223472,0.0278,0,0,0.788,0.34,0.114,1,0.846,0.61,0.424,0.744,0.076,0,0,0.376,0,0.132,0.2,0,0,0.2,0,0,0,0.65,Apparel Retailers,Luggage/Backpacks/Accessories,Vera Bradley,0.034,0,0,0.2,0,0,0,0,0,0.5,0.086
883,0,0,US92343V1044,Fixed Line Telecom.,Wireless - US,VERIZON COMMUNICATIONS,PAGE PLUS CELLULAR,Page Plus Cellular,x,0.6562336,0.5218,0,0,0.734,0.968,0.648,0.824,0.906,0.82,0.51,1,0.396,1,0,0.74,0.692,0.714,0.2,0,0.82,0.486,0,0,0.52532087,0.95,Fixed Line Telecom.,Wireless - US,Page Plus Cellular,0.2,0.638,0.82,0.3,0.1,0.722,0.734,0,0,0.55,0.71
885,155,157,US9271074091,"Food Retail,Wholesale",Grocery,Village Supermarkets (Wakefern),SHOPRITE,Shoprite,n,0.218584,0.0114,0,0,0.046,0.23,0.086,0,0.762,0.72,0.726,0,0.036,0,0,0,0,0.126,0.2,0,0.89,0.2,0,0,0,0.7,"Food Retail,Wholesale",Grocery,Shoprite,0,0,0,0.2,0,0,0,0,0,0.5,0
886,0,0,US92719W1080,Apparel Retailers,Apparel - High End,Vince Holding,Vince,Vince,x,0.1460976,0,0,0,0.022,0.174,0.014,0,0,0,0,0,0.03,0,0,0,0,0,0.2,0,0,0,0,0,0,0.6,Apparel Retailers,Apparel - High End,Vince,0,0,0,0,0,0,0,0,0,0.3,0
887,0,0,US0116591092,Airlines,"Airlines - National, US",ALASKA AIR GROUP,VIRGIN AMERICA,Virgin America,x,0.4396,0.2381,0,0.69003707,0.854,0.448,0.206,1,0.858,0.81,0.874,1,0.102,1,0.3,0,0,0.476,0.2,0.25,0.88,0.684,0,0,0,0.65,Airlines,"Airlines - National, US",Virgin America,0.226,0.374,0,0.8,0.462,0.434,0.184,0.15384615,0.04,0.35,0.636
888,0,405,US92826C8394,Consumer Finance,Financial Services,Visa Inc.,VISA,Visa,n,0.5848208,0.6361,0.76,0,0.538,0.582,0.086,0.99,0.936,0.85,1,0,0.09,1,0,0.856,0.744,0.514,0.2,0,0,0.658,0,0.399988,0.67776686,0.5,Consumer Finance,Financial Services,Visa,0.772,0,0,0.714,0.476,0.714,0.1,0,0,0.5,0.816
889,495,496,US92849E1010,Specialty Retailers,Vitamins/Supplements,Vitamin Shoppe,Vitamin Shoppe,Vitamin Shoppe,x,0,0,0,0,0,0,0,0,0,0.53,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,Specialty Retailers,Vitamins/Supplements,Vitamin Shoppe,0,0,0,0,0,0,0,0,0,0.5,0
890,0,0,GB00BH4HKS39,Mobile Telecom.,Wireless - International,Vodafone Group,Vodafone,Vodafone,x,0.6901408,0.558,0,0,0.756,0.448,0.722,1,0.836,0.85,0.67,0,1,0,0,0.84,0.712,0.592,0.75,0,0,0.714,0,0,0.16665972,0.95,Mobile Telecom.,Wireless - International,Vodafone,0.45,0,0,1,0.026,0.618,0.882,0,0,0.55,0.9
891,583,584,US92886T2015,Internet,VOIP,Vonage,Vonage,Vonage,n,0.3479344,0,0,0,0.334,0.34,0.086,0,0.946,0.76,1,0,0.036,0,0,0,0,0.126,0.2,0,0.88,0.2,0,0,0,0.95,Internet,VOIP,Vonage,0,0,0,0,0,0,0,0,0,0.7,0
893,0,0,US9311421039,Broadline Retailers,Grocery,WAL MART STORES,SAM'S CLUB,Sam's Club,n,0.5104464,0.3285,0,0,0.462,0.448,0.294,0.568,0.758,0.56,0.694,0.666,0.15,1,0,0.92,0.92,0,0.2,0,0.84,0.682,0,0.3111004,0.42221003,0.7,Broadline Retailers,Grocery,Sam's Club,0.034,0,0,0.3,0.026,0.622,0.468,0,0,0.5,0.53
894,78,80,US9311421039,Broadline Retailers,Online Retail,WAL-MART,JET.COM,Jet.com,n,0.5104464,0.3285,0,0,0.462,0.448,0.294,0.568,0.758,0.56,0.63,0,0.15,1,0,0.92,0.92,0,0.2,0,0.84,0.682,0,0.3111004,0.42221003,0.8,Broadline Retailers,Online Retail,Jet.com,0.034,0,0,0.3,0.026,0.622,0.468,0,0,0.6,0.53
895,78,81,US9311421039,Broadline Retailers,Video,WAL-MART,VUDU.COM,VUDU.com,n,0.5104464,0.3285,0,0,0.462,0.448,0.294,0.568,0.758,0.56,0.694,0.666,0.15,1,0,0.92,0.92,0,0.2,0,0.84,0.682,0,0.3111004,0.42221003,0.7,Broadline Retailers,Video,VUDU.com,0.034,0,0,0.3,0.026,0.622,0.468,0,0,0.7,0.53
896,78,82,US9314271084,Drug Retailers,Pharmacy,WALGREENS BOOTS ALLIANCE,BOOTS,Boots,n,0.5824048,0.5336,0.752,0,0.624,0.448,0.386,0.904,0.762,0.61,0.726,0.878,0.09,1,0,0.664,0.92,0.144,0.25,0,0.86,0.462,0,0.33332222,0.53332089,0.85,Drug Retailers,Pharmacy,Boots,0.57,0,0,0.846,0.026,0.652,0.62,0,0,0.55,0.792
897,146,148,US9314271084,Drug Retailers,Pharmacy,WALGREENS BOOTS ALLIANCE,DRUGSTORE.COM,Drugstore.com,n,0.5824048,0.5336,0.752,0,0.624,0.448,0.386,0.904,0.762,0.61,0.536,0.814,0.09,1,0,0.664,0.92,0.144,0.25,0,0.86,0.462,0,0.33332222,0.53332089,0.85,Drug Retailers,Pharmacy,Drugstore.com,0.57,0,0,0.846,0.026,0.652,0.62,0,0,0.55,0.792
898,146,149,US9314271084,Drug Retailers,Pharmacy,WALGREENS BOOTS ALLIANCE,DUANE READE,Duane Reade,n,0.5824048,0.5336,0.752,0,0.624,0.448,0.386,0.904,0.762,0.61,0.552,0.666,0.09,1,0,0.664,0.92,0.144,0.25,0,0.86,0.462,0,0.33332222,0.53332089,0.85,Drug Retailers,Pharmacy,Duane Reade,0.57,0,0,0.846,0.026,0.652,0.62,0,0,0.55,0.792
899,146,150,US9314271084,Drug Retailers,Pharmacy,WALGREENS BOOTS ALLIANCE,USA DRUG,USA Drug,n,0.5824048,0.5336,0.752,0,0.624,0.448,0.386,0.904,0.762,0.61,0.536,0.814,0.09,1,0,0.664,0.92,0.144,0.25,0,0.86,0.462,0,0.33332222,0.53332089,0.85,Drug Retailers,Pharmacy,USA Drug,0.57,0,0,0.846,0.026,0.652,0.62,0,0,0.55,0.792
901,146,151,US2546871060,Broadcast & Entertain,Video,WALT DISNEY,DISNEY MOVIE CLUB,Disney,n,0.61070798,0.6089,1,0,0.734,0.968,0.488,0.662,0.844,0.77,1,0.814,0.142,1,0,0.982,0.878,0.14,0.2,0,0,0.94,0,0.27887883,0.46665422,0.7,Broadcast & Entertain,Video,Disney,0.644,0,0,0.2,0.534,0.772,0.1,0,0,0.7,0.95
903,61,63,US94419L1017,Furnishings,Home Furniture & Equipment,Wayfair Inc.,Wayfair Inc.,Wayfair,n,0.29576,0,0,0,0.334,0.34,0.086,0.46,0.922,0.64,0.952,0,0.046,0,0,0.936,0,0.126,0.2,0,0,0.264,0,0,0,0.65,Furnishings,Home Furniture & Equipment,Wayfair,0,0,0,0,0,0,0,0,0,0.35,0.172
904,0,532,US98262P1012,Spec.Consumer Service,Weight Management,WEIGHTWATCHERS INTL.,WEIGHT WATCHERS,Weight Watchers,n,0.3173376,0.0642,0,0,0.624,0.444,0.086,0,0.846,0.55,0.858,0,0.084,0,0,0,0,0.28,0.2,0,0,0.2,0,0,0,0.8,Spec.Consumer Service,Weight Management,Weight Watchers,0.134,0,0,0.3,0,0.02,0,0,0,0.5,0.012
905,630,631,US9488491047,"Food Retail,Wholesale",Grocery - Local,Weis Markets,Weis Markets,Weis Markets,n,0.2458464,0.2644,0,0,0.068,0.34,0.086,0,0,0.52,0.688,0.49,0.046,0,0,0,0,0.126,0.2,0,0,0.528,0,0,0,0.75,"Food Retail,Wholesale",Grocery - Local,Weis Markets,0.034,0,0,0.8,0.026,0.564,0.1,0,0,0.55,0.488
906,0,0,CA8911605092,Banks,Financial Institution,TORONTO-DOMINION BANK,TD BANK,TD Bank,n,0.6977936,0.7185,0,0,0.776,1,0.654,1,0.748,0.75,0.76,1,0.738,0,0,0.888,0.924,0.738,0.662,0,0.89,0.894,0,0,0,0.5,Banks,Financial Institution,TD Bank,0.798,0,0,0.754,0.568,0.838,0.1,0,0,0.5,1
907,438,439,US95058W1009,Restaurants & Bars,Food - Fast Food,WENDY'S CLASS A,ARBY'S,Arby's,n,0.4447328,0.4441,0,0,0.478,0.476,0.086,0.792,0.818,0.53,0.528,0,0.112,0.8,0,0,0,0.164,0.2,0,0.86,0.588,0,0,0,0.35,Restaurants & Bars,Food - Fast Food,Arby's,0.134,0,0,0,0.076,0.02,0,0,0,0.35,0.41
909,302,799,US9542351070,Specialty Retailers,Sporting Goods - Speciality,West Marine,West Marine,West Marine,x,0,0,0,0,0,0,0,0,0,0.53,0.42,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,Specialty Retailers,Sporting Goods - Speciality,West Marine,0,0,0,0,0,0,0,0,0,0.4,0
910,0,0,US30034W1062,Con. Electricity,Utilities,Westar Energy,Westar Energy,Westar Energy,x,0.4381136,0.2274,0,0,0.534,0.418,0.086,0.916,0.788,0.82,0.708,0,0.624,0,0.5,0,0,0.24,0.2,0.25,0,0.794,0,0,0,0.65,Con. Electricity,Utilities,Westar Energy,0.134,0.232,0,0.2,0.268,0.308,0.556,1,0.04,0.25,0.426
912,0,486,US9699041011,Specialty Retailers,Home Furniture & Equipment,Williams-Sonoma,Williams-Sonoma,Williams-Sonoma,n,0.4879136,0.4608,0,0,0.988,0.34,0.206,0.872,0.844,0.59,0.632,0.666,0.074,0.9,0,0.76,0.776,0.144,0.2,0,0,0.2,0,0,0,0.65,Specialty Retailers,Home Furniture & Equipment,Williams-Sonoma,0.034,0,0,0.2,0,0.038,0.1,0,0,0.35,0.562
913,0,668,US9741551033,Restaurants & Bars,Food - Casual Dining,"Wingstop, Inc.",Wingstop,Wingstop,n,0.2924912,0.0202,0,0,0.434,0.34,0.086,0.804,0.898,0.64,0.306,0.582,0.046,0,0,0.972,0.98,0.126,0.2,0,0,0,0,0,0,0.6,Restaurants & Bars,Food - Casual Dining,Wingstop,0,0,0,0,0,0,0,0,0,0.35,0.086
914,0,0,US9780971035,Footwear,Apparel - Footwear,Wolverine World Wide,Wolverine World Wide,Wolverine,n,0.3192736,0.0618,0,0,0.624,0.34,0.086,0,0.93,0.69,0.458,0.666,0.052,0,0,0.824,0.712,0.478,0.2,0,0,0.2,0,0,0.25554604,0.6,Footwear,Apparel - Footwear,Wolverine,0.034,0,0,0.3,0,0,0,0,0,0.3,0.142
915,0,528,US98156Q1085,Broadcast & Entertain,Entertainment,World Wrestling Entertainment,World Wrestling Entertainment,World Wrestling Entertainment,n,0.294568,0,0.558,0,0.712,0.34,0.086,0,0.974,0.77,0,0,0.036,0,0,0,0,0.126,0.2,0,0,0,0,0,0,0.85,Broadcast & Entertain,Entertainment,World Wrestling Entertainment,0,0,0,0,0,0,0,0,0,0.65,0
916,0,456,US98310W1080,Hotels,Hotel - Midscale,Wyndham Worldwide,Baymont Inn & Suites,Baymont Inn & Suites,n,0.3472176,0.3318,0,0,0.584,0.34,0.086,0,0.896,0.71,0,0.582,0.396,0,0,0.84,1,0.126,0.25,0,0.81,0.764,0,0,0.68887817,0.75,Hotels,Hotel - Midscale,Baymont Inn & Suites,0,0,0,0,0,0,0,0,0,0.45,0.44
917,270,271,US98310W1080,Hotels,Hotel - Budget,Wyndham Worldwide,Days Inn,Days Inn,n,0.3472176,0.3318,0,0,0.584,0.34,0.086,0,0.896,0.71,0.254,0.49,0.396,0,0,0.84,1,0.126,0.25,0,0.81,0.764,0,0,0.68887817,0.75,Hotels,Hotel - Budget,Days Inn,0,0,0,0,0,0,0,0,0,0.45,0.44
918,270,272,US98310W1080,Hotels,Hotel - Midscale,Wyndham Worldwide,Hawthorn Suites,Hawthorn Suites,n,0.3472176,0.3318,0,0,0.584,0.34,0.086,0,0.896,0.71,0,0,0.396,0,0,0.84,1,0.126,0.25,0,0.81,0.764,0,0,0.68887817,0.75,Hotels,Hotel - Midscale,Hawthorn Suites,0,0,0,0,0,0,0,0,0,0.45,0.44
919,270,273,US98310W1080,Hotels,Hotel - Destination/Vacation,Wyndham Worldwide,James Villa Holidays,James Villa Holidays,n,0.3472176,0.3318,0,0,0.584,0.34,0.086,0,0.896,0.71,0.254,0.49,0.396,0,0,0.84,1,0.126,0.25,0,0.81,0.764,0,0,0.68887817,0.8,Hotels,Hotel - Destination/Vacation,James Villa Holidays,0,0,0,0,0,0,0,0,0,0.45,0.44
920,270,274,US98310W1080,Hotels,Hotel - Budget,Wyndham Worldwide,Knights Inn,Knights Inn,n,0.3472176,0.3318,0,0,0.584,0.34,0.086,0,0.896,0.71,0.254,0.49,0.396,0,0,0.84,1,0.126,0.25,0,0.81,0.764,0,0,0.68887817,0.75,Hotels,Hotel - Budget,Knights Inn,0,0,0,0,0,0,0,0,0,0.45,0.44
